refreshed_at,old_n,new_n,added_n,removed_n,old_destiny_n,new_destiny_n,old_laserfiche_n,new_laserfiche_n,old_minutes_n,new_minutes_n,old_agenda_packet_n,new_agenda_packet_n
2026-04-20T15:26:55Z,897,897,0,0,251,251,646,646,661,661,236,236
